义演	benefit
当代	today
小型私人会议	huddle
掌握	fist	grip
羊毛覆盖物	wool
鸢（猛禽）	kite
节奏逐渐快起来的集体欢呼	locomotive
协约国	ally
冒险事业	venture
布里	bury
出版	publication
风尚等的流行	epidemic
〈口〉讲道	preach
一群	bunch	crew	crowd	pack	parcel	sort	troop
准备排印的书面材料	copy
火箭发动机	rocket
恒星	sun
大公司	big
文化遗产	heritage
三脚架	spider
日本米酒	sake
主教（或大主教）权限	see
正式认可	permission
自己的事物	own
东道主	host
楔	wedge
封锁	investment
（运动）联合会、联赛	league
主张者	prophet
和解	composition	accommodation
[航]紧急起飞	scramble
楣	summer
楼梯	stair	staircase
回收再利用	reclaim
打架	fight
写作	writing
迸发	torrent
徒步旅行	hike	tramp
化验	test
美元	dollar
笔记本电脑	notebook
活用	improvement
铰链	hinge
[电]电压	tension
〈比喻〉（人生的）道路	path
抵押证明	mortgage
机会	chance	hazard	occasion	opportunity	turn
一种不稳定形式	stagger
[化]氮	nitrogen
客栈	pub	inn
毒害	virus
欠缺	defect
勒索	blackmail
专题讨论节目	forum
连续	chain	duration	sequence	series
小饭店	inn
前部	fore	forehead
艉	stern
[口]遮盖	lid
艏	bow	bow
水晶饰品	crystal
服务人员	attendant
笼子	cage
系主任	dean
恸哭	keen
放肆	liberty	excess
长时间	long
会诊医生	consultant
猜测	guess
过渡	transition
投扔	shy
求助	resort
储藏量	reserve
功率	power
投降	surrender
西南方	southwest
贪婪的人	wolf
港湾	fleet
像章	badge
（电视屏幕上的）重影	ghost
流音	liquid
[口语]必须做到的事情	do
圆筒	barrel	barrel	cylinder
博士头衔	doctorate
螺旋形物	spiral
防护装置	guard
寿命	life	lifetime
喙	tongue
进来的动作	income
爱人	love
门槛	threshold
嗥叫	howl
判决	judgement
附属团体	auxiliary
尊重	esteem	respect
讽刺文学	satire
（盗匪征收的）保护费	blackmail
化合成	synthesis
首都	capital
调查表	questionnaire
=“centimeter”（美）	centimetre
[天]银河系	universe
妇女	woman
船费	fare
[法]新法	novel
领悟	insight
财宝	valuable
理发师	barber
〈口〉（特殊的）人物	fish
谜语	riddle
备忘录	commonplace	memo	minute
（风	buffet
放任自流	drift
桩	pale	pile	post	stake
磨坊	mill
壮年时期	summer
最后部分	end
情操	sentiment
痛苦根源	complaint
观点	angle	concept	outlook	perspective	sentiment	viewpoint	standpoint
指印刷中所用的一种字体	modern
露水	dew
社会主义	socialism
海外	abroad
宗教	faith	religion
道义	principle
自保公司	captive
条例	statute
流出	stream	issue
煤屑	slack
极其滑稽可笑的人	scream
序曲	symphony
室	chamber
身体某部分的疼痛[不适]	pain
宫	palace
赔偿金	damage
前进	march	progress
教育活动	activity
家	family	home
压（迫）感	pressure
诗体	metric
盈益	take
法律顾问	counsel
来福枪	rifle
肯定的回答	yes
反光镜	mirror
友人	friend
伴随物	attendant
船体型线	sheer
纺织品	textile
哆嗦	shake
趋向	trend
橡皮	rubber
必要的事	imperative
前夕	eve
（沙	grain
（感情的）迸发	agony
时装	fashion
前夜	eve
概略	sum
[体育]诉请	appeal
箱	container
黑种人	Negro
雏鸟	juvenile
毛皮衣服	fur
隆起物	bump
政府	government	nation
（被告或被告律师的）抗辩	plea
附属物	tag
管	tube
母兽	cow
[航]帆装	clothing
脸红	blush
箭	arrow	shaft
尤指愤怒的）突然爆发	explosion
重担	weight
票价	fare
分支	branch	limb
〈英〉五朔节的庆祝活动	May
肋骨状的东西	rib
栽植	plantation
舞会	ball	dance
巨大	magnitude	size
探究	inquiry
隆隆声	boom	lumber	zoom
[化]皂	soap
原有事物	predecessor
均匀厚度的片状硬物体	plate
（语）音长	length
历史时期	era
舞伴	partner
（非法的）交易	traffic
脸色	color	expression
鼻梁	bridge
拉丁文	Latin
脂肪	fat
神迹	miracle
单独禁闭	solitary
[法律]轻罪	guilt
微型人像画	miniature
（丛书杂志等的）一部	installment
要害地	tower
批准	approval	permission	sanction
假冒	sham
闹饮	riot
搅动	stir
[总称]术语	technology
金雀花	broom
年长的	elder
冒充	fake
缓慢的爬行	crawl
肖像	portrait	resemblance
1620年移居美洲的英国清教徒	pilgrim
坑蒙拐骗的人	shark
[鸟]燕子	swallow
新兵	recruit
收成	harvest
瘸子	cripple
桥牌	bridge
自学的艺术家	primitive
毒品	drug
挫折	setback
旅行护照	chop
巧妙	skill
酬劳	recognition
通路	passage	road
文献	bibliography	literature
诉讼（事件）	case
步行的路径	walk
日常工作	routine
极有害的思想（或心情等）	poison
机车	engine	locomotive
大型敞篷摩托艇	launch
自由权	freedom
边疆	frontier
拼写	spelling
血	blood
一刻钟	quarter
纳尔	nail
牙科医生	dentist
灿烂的光辉	glitter
进行	proceeding	travel
棒球手套	glove
草屋	lodge
对立物	opposite
暖和的地方	warm
综合	synthesis
象鼻	trunk
含意	implication
浪漫派诗人[艺术家]	romantic
哀悼	regret
[体]裁判	official
交响曲	symphony
合成语	blend
佩蒂	petty
阉公牛	steer
（椅子等的）靠背	back
餐后甜食	dessert
听得见的范围	hearing
（某一语言的）词汇	vocabulary
条理	method
〈美俚〉脸	map
后果	resultant	train
冷淡	frost	ice
帆船	sail
混合色	blend
危险物	danger
诀窍	hang	trick
分支机构	affiliate
〈俚〉有文化的人	scholar
目的地	destination
无名之地	nowhere
谷物	cereal	grain
观察	eyesight	observation	remark
身份	condition	status
绝对事物	absolute
房东	landlord
地形	geography
杰作	effort	masterpiece
广大	magnitude
…。的奴隶	slave
[乐]音栓	trumpet
（美）内部通知	memo
宇宙	universe
美景	vision
符咒	spell
思想家	philosopher
安排	layout	disposition
疾驰	spin	tear
木匠	carpenter
展望	outlook
不安	tension	disease
（建筑物等的）骨架	skeleton
衰落期	winter
美方杂木丛生的沼地	cripple
街	row
文重要事件	page
阴部	private
（山脉	range
著作权	copyright
治安官	magistrate
滚筒	barrel
旅程	passage	voyage
若隐若现的景象	loom
羞愧	shame
（树枝等的）突然折断	snap
老鼠	mouse
玩物	toy
奔跑	run
鞭打	strap
不可缺少的人或物	indispensable
处女膜	cherry
急件	despatch
降落	drop	fall
好成绩	success
松树	pine
专使	express
感冒	cold
出汗（过多）的人	sweater
加仑（容量单位）	gallon
政体	government	regime
〈古〉无底深渊	chaos
进口	entrance	import	inlet
湿地	swamp	wet
旅客	guest	passenger
义卖	benefit
外部	exterior	external
用船渡运	ferry
口音	accent
形状	form	make	shape
香肠	sausage
转移	shift	transfer	diversion
行家	specialist	expert
关系亲密的伙伴	gossip
贵族	peer
词形变化表	paradigm
设计图	blueprint
令人费解的事[人]	puzzle
队列	array
伞形花序柄	ray
王位	royalty	throne
厩	stable
小鸟	isle
必要条件	requirement
活动期	season
素食者	vegetarian
结局	conclusion	ending	final
手套	glove
远亲	cousin
冒险	gamble	risk	venture
铁路系统	railroad
数字零	zero
指状物	finger
微不足道的人	peanut
（进行某活动连续的）一段时间	session
艰难情况	hardship
玩笑	joke
备办	preparation
<口>发烧	temperature
严寒	frost
保险器	safety
账目	account
属	breed
（课外）作业	assignment
动荡	storm
怜悯	mercy	pity	compassion
自愿者	voluntary
（纸牌的）梅花	club
局	bureau
层	layer	shelf
上等细麻布	lawn
巨人	giant
整齐	symmetry	trim
立体系统或立体像片	stereo
（鞋、袜等的后跟）	heel
山	mountain
识字	literacy
[数]结式	resultant
令人吃惊的事物	surprise
耐用性	wear
灭亡	destruction	overturn	ruin
（美国政府部门）局	bureau
长期离家[出国]	exile
最高点	peak
营救	rescue
社论（美）	editorial
[地]矿脉	vein
好听的声音	melody
下水道	drain
全部本领	repertoire
无所作为的生活	vegetation
民间音乐	folk
性特征	sex
[生物学]进化	progress
军人	military	soldier
村民	village
那儿	then
修订版	revise
密度	density
对决	encounter
罩袍	gown
计划者	layer
成绩报告单	report
类目	category
趣闻	anecdote
人种	race
调谐	tune
压印机	tool
帐篷	tent
撤出	vacation
流体	fluid
（陪审团的）裁决	verdict
嫩芽	shoot
[政]轴心	axis
同性恋者（尤指男性）	gay
信使	messenger
矮小的动物（植物）	dwarf
磁带	tape
请愿书	petition
办法	resource
足械	hamper
准则	criterion	formula	norm	principle
条件性陈述	whereas
香槟酒色	champagne
（鸟）窝	nest
〈美〉（南北向）街道	avenue
半径范围	radius
合乎条件的人（或东西）	eligible
[戏剧]（表演时的）姿势	attitude
强烈情感的冲动	flush
财产转换	conversion
（狮）群	pride
英（紧身的）短裤	pants
[乐]总谱	score
装束	trim
（学生的）作文	theme
[医学]带菌者	carrier
史诗	heroic
爱讲闲话的人	gossip
填空处	blank
悲叹声	moan
全景照片	panorama
知识范围	department
[俚语]解雇	boot
品质	character	chop	quality	sort
抵抗者	resistant
颜料	color	paint	painting
培养液	medium
（口）汽车	bus
底部	basement	bottom	floor	foot	underneath
结业证书	certificate
（法院的）判决	decision
[诗]节奏	rhythm
体格检查	medical	physical
[气象学]高气压	high
[航]襟翼	flap
[法]误审	error
消防队员	fireman
川	stream
好奇心	curiosity
被耽搁或推迟的时间	delay
平地	area	flat	plain	smooth
（土地、房屋、建筑等的）使用	occupation
自动记录器	register
公共场所	public
擦伤	bruise	graze
装配车间	assembly
淘气	mischief
一份	copy
马达	motor
工序	procedure	process
侏儒	dwarf
行李架	rack
非常时刻	emergency
早晨	morning
全人类	universe
大学人员	university
基谐波	fundamental
摄影机等的）瞄准	training
产地	habitat	locality
湿热	humidity
开发	develop
一种特别大且空荡的房屋	barn
（紧身裤袜或长筒袜的）滑丝	ladder
副本	counterpart	repetition
卫星区	satellite
销售额	sale
（法律、处罚等的）施行	administration
信纸	stationery
微型复制品	miniature
一列	procession
接替人员	relay
观察力	observation
治理的形式	government
蔬菜皮	peel
科技（总称）	technology
（作赌注用的）筹码	chip
[用复数]（音响设备中的）独立件	separate
短裤	short
开发者	pioneer
月刊	monthly
怒气等的）爆发	outbreak
粉状物质	powder
预备	preparation	provision
释放	liberty	release
店主	landlord	merchant	shopkeeper
部下	subordinate	inferior
跳水	plunge	dive	dive
展现	reveal
健康状态	trim
阵营（指观点相同且与持不同观点者对立的集团）	camp
太阳晒着的地方	sunshine
东方人	eastern	oriental
口容易受骗的人	mug
角镞箭	quarrel
染料	color	dye
两个	two
铁匠铺	forge
借用	borrow	loan
（尤指必须交费的）中学	college
平头	crop
十个一组	decade
社区	autonomy	community
（某些欧洲国家的）贵族	prince
缺少	shortage	absence
糜烂	erosion
呻吟般的声音	groan
地狱	hell
让步	concession
颜料溶解液	medium
矛盾	conflict	contradiction	discrepancy
煤玉	jet
〈古〉方式	kind
〈口〉临时凑合的代用品	apology
骗局	racket	trick
罗马教皇	pope
完结	shut
政治狂人（尤指政治上持激进或极端主义态度、行为异常、不可思议的人）	crazy
发展史	history
[乐]复唱	repetition
挤满	jam
[化]氧化物	oxide
说话能力或方式	speech
叙述	narrative	relation
税额	tax
命令	command	dictate	dictation	direction	order	word	imperative
（起伏地的）凹处	fold
所信赖的人或物	reliance
碎牛肉	hamburger	steak
[商]定期放款	fixture
哲学家	philosopher
桨状物	paddle
函数	function
硬路面	pavement
杂记文	essay
防水衣物	waterproof
反对改革的保守当权派	establishment
锯	saw
震颤感	thrill
重要地位	status	importance
小房子	cottage
机遇	chance	luck	accident
铁道	railroad
小糖果	kiss
年龄段	age
差数	remainder
粗暴的人	tough
奔流	flush	torrent
需要攀登的地方	climb
[天文学、占星术]狮子（星）座	lion
头发	hair
（政党等的）倾轧	collision
主要部份	staple
支架	bracket	cradle	leg	rack
瓷砖	tile
听证会	hearing
[法]扣押财物	distress
躯干	trunk
噩梦	nightmare
设计师	architect
暴风雨	storm	weather
圆屋顶	dome
弩箭	bolt
衬衣	shirt
潜能	potential
缰绳	rein
谣言	gossip	tale
犯罪行为	fact	guilt
夫妻	couple
某年级的学生	year
〈古〉时间	tense
入场费	gate	admission
[天主]教皇[主教]的仆人	familiar
女仆	maid
增加	augment	boost	raise	addition
无声	silence
白费	waste
衣服的胸襟	bosom
阻截队员	tackle
球状物	globe	round
强迫征兵	press
衬衫	shirt
（烧水用的）壶	kettle
（证人的）陈述	declaration
笑声	laugh	laughter
（房屋等的）固定装置	fixture
（火车站的）饮食柜台	buffet
欧鮊鱼	bleak
肉铺	butcher
经济学	economics
不义的行为	wrong
